団体コード,"都道府県名（漢字）","市区町村名（漢字）","都道府県名（カナ）","市区町村名（カナ）","議事録検索URL","人口","人口基準年"
212075,岐阜県,美濃市,ｷﾞﾌｹﾝ,ﾐﾉｼ,https://www.city.mino.gifu.jp/docs/2720.html,18328,2025
212083,岐阜県,瑞浪市,ｷﾞﾌｹﾝ,ﾐｽﾞﾅﾐｼ,http://www.kensakusystem.jp/mizunami/index.html,33918,2025
212091,岐阜県,羽島市,ｷﾞﾌｹﾝ,ﾊｼﾏｼ,https://ssp.kaigiroku.net/tenant/hashima/SpMinuteSearch.html,64778,2025
212105,岐阜県,恵那市,ｷﾞﾌｹﾝ,ｴﾅｼ,http://www.kensakusystem.jp/ena/cgi-bin3/Search2.exe?Code=bxnxpmjv5jv8qe2qns&sTarget=2,44768,2025
212113,岐阜県,美濃加茂市,ｷﾞﾌｹﾝ,ﾐﾉｶﾓｼ,https://ssp.kaigiroku.net/tenant/minokamo/SpMinuteSearch.html,51433,2025
212121,岐阜県,土岐市,ｷﾞﾌｹﾝ,ﾄｷｼ,https://ssp.kaigiroku.net/tenant/toki/MinuteSearch.html?tab=detail,51954,2025
212130,岐阜県,各務原市,ｷﾞﾌｹﾝ,ｶｶﾐｶﾞﾊﾗｼ,http://kakamigahara.gijiroku.com/voices/full.html,139983,2025
212148,岐阜県,可児市,ｷﾞﾌｹﾝ,ｶﾆｼ,http://www.city.kani.gifu.dbsr.jp/index.php/5787547?Template=search-phrase,90662,2025
212156,岐阜県,山県市,ｷﾞﾌｹﾝ,ﾔﾏｶﾞﾀｼ,https://www.city.yamagata.gifu.jp/site/gikai/list59.html,23895,2025
212164,岐阜県,瑞穂市,ｷﾞﾌｹﾝ,ﾐｽﾞﾎｼ,https://www.city.mizuho.lg.jp/3412.htm,53503,2025
212172,岐阜県,飛騨市,ｷﾞﾌｹﾝ,ﾋﾀﾞｼ,https://www.city.hida.gifu.jp/site/gikai/,21415,2025
212181,岐阜県,本巣市,ｷﾞﾌｹﾝ,ﾓﾄｽｼ,https://www.city.motosu.lg.jp/category/6-3-0-0-0-0-0-0-0-0.html,31972,2025
212199,岐阜県,郡上市,ｷﾞﾌｹﾝ,ｸﾞｼﾞｮｳｼ,https://www.city.gujo.gifu.jp/admin/gikai_kaigiroku/,36975,2025
212202,岐阜県,下呂市,ｷﾞﾌｹﾝ,ｹﾞﾛｼ,https://www.city.gero.lg.jp/site/gikai/list69.html,27974,2025
212211,岐阜県,海津市,ｷﾞﾌｹﾝ,ｶｲﾂﾞｼ,https://www.city.kaizu.lg.jp/shisei/category/2-13-6-0-0-0-0-0-0-0.html,30240,2025
213021,岐阜県,岐南町,ｷﾞﾌｹﾝ,ｷﾞﾅﾝﾁｮｳ,https://www.town.ginan.lg.jp/3638.htm,25494,2025
213039,岐阜県,笠松町,ｷﾞﾌｹﾝ,ｶｻﾏﾂﾁｮｳ,https://www.town.kasamatsu.gifu.jp/category/bunya/chouno_jouhou/gikai/gikaikaigiroku/,21278,2025
213411,岐阜県,養老町,ｷﾞﾌｹﾝ,ﾖｳﾛｳﾁｮｳ,https://www.town.yoro.gifu.jp,25135,2025
213616,岐阜県,垂井町,ｷﾞﾌｹﾝ,ﾀﾙｲﾁｮｳ,https://www.town.tarui.lg.jp/site/gikai/list32.html,24723,2025
213624,岐阜県,関ケ原町,ｷﾞﾌｹﾝ,ｾｷｶﾞﾊﾗﾁｮｳ,https://www.town.sekigahara.gifu.jp/2679.htm,5941,2025
213811,岐阜県,神戸町,ｷﾞﾌｹﾝ,ｺﾞｳﾄﾞﾁｮｳ,https://www.town.godo.gifu.jp/contents/gikai/gikai08.html,17671,2025
213829,岐阜県,輪之内町,ｷﾞﾌｹﾝ,ﾜﾉｳﾁﾁｮｳ,https://town.wanouchi.gifu.jp/portal/town/parliament/kaigiroku-parliament/,8603,2025
213837,岐阜県,安八町,ｷﾞﾌｹﾝ,ｱﾝﾊﾟﾁﾁｮｳ,https://www.town.anpachi.lg.jp/category/9-0-0-0-0-0-0-0-0-0.html,13839,2025
214019,岐阜県,揖斐川町,ｷﾞﾌｹﾝ,ｲﾋﾞｶﾞﾜﾁｮｳ,https://www.town.ibigawa.lg.jp,18299,2025
214035,岐阜県,大野町,ｷﾞﾌｹﾝ,ｵｵﾉﾁｮｳ,https://www.town-ono.jp/category/2-0-0-0-0-0-0-0-0-0.html,20935,2025
214043,岐阜県,池田町,ｷﾞﾌｹﾝ,ｲｹﾀﾞﾁｮｳ,https://www.town.gifu-ikeda.lg.jp/0000003293.html,21688,2025
214213,岐阜県,北方町,ｷﾞﾌｹﾝ,ｷﾀｶﾞﾀﾁｮｳ,https://www.town.kitagata.gifu.jp/soshiki/gikai/1/2/2/index.html,17898,2025
215015,岐阜県,坂祝町,ｷﾞﾌｹﾝ,ｻｶﾎｷﾞﾁｮｳ,https://www.town.sakahogi.gifu.jp/gikai/,7567,2025
215023,岐阜県,富加町,ｷﾞﾌｹﾝ,ﾄﾐｶﾁｮｳ,https://smart.discussvision.net/smart/tenant/tomika/WebView/rd/council_1.html,5685,2025
215031,岐阜県,川辺町,ｷﾞﾌｹﾝ,ｶﾜﾍﾞﾁｮｳ,https://www.kawabe-gifu.jp/?page_id=48191,9437,2025
215040,岐阜県,七宗町,ｷﾞﾌｹﾝ,ﾋﾁｿｳﾁｮｳ,https://www.hichiso.jp/top/gyosei/parlament/record/,3148,2025
215058,岐阜県,八百津町,ｷﾞﾌｹﾝ,ﾔｵﾂﾁｮｳ,https://www.town.yaotsu.lg.jp,9685,2025
215066,岐阜県,白川町,ｷﾞﾌｹﾝ,ｼﾗｶﾜﾁｮｳ,https://www.town.shirakawa.lg.jp/chousei/gikai/,6758,2025
215074,岐阜県,東白川村,ｷﾞﾌｹﾝ,ﾋｶﾞｼｼﾗｶﾜﾑﾗ,https://www.vill.higashishirakawa.gifu.jp/sonsei/gikai/kaigiroku/,1994,2025
215210,岐阜県,御嵩町,ｷﾞﾌｹﾝ,ﾐﾀｹﾁｮｳ,https://mitake-gikai.com/side/minutes,16708,2025
216046,岐阜県,白川村,ｷﾞﾌｹﾝ,ｼﾗｶﾜﾑﾗ,https://www.vill.shirakawa.lg.jp/1098.htm,1432,2025
220001,静岡県,,ｼｽﾞｵｶｹﾝ,,http://www2.pref.shizuoka.jp/all/ggiji.nsf/WebSearch,3455593,2025
221007,静岡県,静岡市,ｼｽﾞｵｶｹﾝ,ｼｽﾞｵｶｼ,https://www.city.shizuoka.shizuoka.dbsr.jp/index.php/2753880?Template=search-phrase,658905,2025
221309,静岡県,浜松市,ｼｽﾞｵｶｹﾝ,ﾊﾏﾏﾂｼ,https://ssp.kaigiroku.net/tenant/hamamatsu/SpMinuteSearch.html,753751,2025
222038,静岡県,沼津市,ｼｽﾞｵｶｹﾝ,ﾇﾏﾂﾞｼ,http://ami-search.amivoice.com/numazu/usr/search.exe?process=detail,180066,2025
222054,静岡県,熱海市,ｼｽﾞｵｶｹﾝ,ｱﾀﾐｼ,http://ssp.kaigiroku.net/tenant/atami/MinuteSearch.html,32049,2025
222062,静岡県,三島市,ｼｽﾞｵｶｹﾝ,ﾐｼﾏｼ,https://ssp.kaigiroku.net/tenant/mishima/SpMinuteSearch.html,103359,2025
222071,静岡県,富士宮市,ｼｽﾞｵｶｹﾝ,ﾌｼﾞﾉﾐﾔｼ,https://ssp.kaigiroku.net/tenant/fujinomiya/SpMinuteSearch.html,123590,2025
222089,静岡県,伊東市,ｼｽﾞｵｶｹﾝ,ｲﾄｳｼ,http://itoshigikai.gijiroku.com/voices/,63380,2025
222097,静岡県,島田市,ｼｽﾞｵｶｹﾝ,ｼﾏﾀﾞｼ,http://shimada.gijiroku.com/voices/g07v_search.asp?Sflg=2,92786,2025
222101,静岡県,富士市,ｼｽﾞｵｶｹﾝ,ﾌｼﾞｼ,http://fuji.gijiroku.com/voices/g07v_search.asp,238913,2025
222119,静岡県,磐田市,ｼｽﾞｵｶｹﾝ,ｲﾜﾀｼ,https://ssp.kaigiroku.net/tenant/iwata/SpMinuteSearch.html,155591,2025
222127,静岡県,焼津市,ｼｽﾞｵｶｹﾝ,ﾔｲﾂﾞｼ,http://www.city.yaizu.shizuoka.dbsr.jp/,129507,2025
222135,静岡県,掛川市,ｼｽﾞｵｶｹﾝ,ｶｹｶﾞﾜｼ,http://kakegawa.gijiroku.com/voices/,109703,2025
222143,静岡県,藤枝市,ｼｽﾞｵｶｹﾝ,ﾌｼﾞｴﾀﾞｼ,http://fujieda.gijiroku.com/voices/g08v_search.asp,137616,2025
222151,静岡県,御殿場市,ｼｽﾞｵｶｹﾝ,ｺﾞﾃﾝﾊﾞｼ,http://www.kensakusystem.jp/gotemba/,80546,2025
222160,静岡県,袋井市,ｼｽﾞｵｶｹﾝ,ﾌｸﾛｲｼ,http://www.city.fukuroi.shizuoka.dbsr.jp/index.php/,82025,2025
222194,静岡県,下田市,ｼｽﾞｵｶｹﾝ,ｼﾓﾀﾞｼ,https://www.city.shimoda.shizuoka.jp/category/090100kaigiroku/index.html,18891,2025
222208,静岡県,裾野市,ｼｽﾞｵｶｹﾝ,ｽｿﾉｼ,https://ssp.kaigiroku.net/tenant/susono/MinuteSearch.html?tab=detail,47800,2025
222216,静岡県,湖西市,ｼｽﾞｵｶｹﾝ,ｺｻｲｼ,,53006,2025
222224,静岡県,伊豆市,ｼｽﾞｵｶｹﾝ,ｲｽﾞｼ,https://ssp.kaigiroku.net/tenant/izu/pg/index.html,27264,2025
222232,静岡県,御前崎市,ｼｽﾞｵｶｹﾝ,ｵﾏｴｻﾞｷｼ,https://ssp.kaigiroku.net/tenant/omaezaki/MinuteSearch.html?tab=detail,28492,2025
222241,静岡県,菊川市,ｼｽﾞｵｶｹﾝ,ｷｸｶﾞﾜｼ,https://ssp.kaigiroku.net/tenant/kikugawa/MinuteSearch.html,43148,2025
222259,静岡県,伊豆の国市,ｼｽﾞｵｶｹﾝ,ｲｽﾞﾉｸﾆｼ,https://ssp.kaigiroku.net/tenant/izunokuni/SpMinuteSearch.html,45261,2025
222267,静岡県,牧之原市,ｼｽﾞｵｶｹﾝ,ﾏｷﾉﾊﾗｼ,http://www.kensakusystem.jp/makinohara/index.html,39667,2025
223018,静岡県,東伊豆町,ｼｽﾞｵｶｹﾝ,ﾋｶﾞｼｲｽﾞﾁｮｳ,https://www.town.higashiizu.lg.jp/gikai/kaigiroku/index.html,10615,2025
223026,静岡県,河津町,ｼｽﾞｵｶｹﾝ,ｶﾜﾂﾞﾁｮｳ,,6298,2025
223042,静岡県,南伊豆町,ｼｽﾞｵｶｹﾝ,ﾐﾅﾐｲｽﾞﾁｮｳ,https://www.town.minamiizu.shizuoka.jp/category/bunya/tyougikai/gijiroku/,7269,2025
223051,静岡県,松崎町,ｼｽﾞｵｶｹﾝ,ﾏﾂｻﾞｷﾁｮｳ,https://www.town.matsuzaki.shizuoka.jp/categories/guide/chogikai/kaigiroku/,5619,2025
223069,静岡県,西伊豆町,ｼｽﾞｵｶｹﾝ,ﾆｼｲｽﾞﾁｮｳ,http://www.town.nishiizu.shizuoka.jp/kakuka/gikai/gijiroku/index.html,6479,2025
223255,静岡県,函南町,ｼｽﾞｵｶｹﾝ,ｶﾝﾅﾐﾁｮｳ,https://ssp.kaigiroku.net/tenant/kannami/SpMinuteSearch.html,35653,2025
223417,静岡県,清水町,ｼｽﾞｵｶｹﾝ,ｼﾐｽﾞﾁｮｳ,https://www.town.shimizu.shizuoka.dbsr.jp/index.php/,30190,2025
223425,静岡県,長泉町,ｼｽﾞｵｶｹﾝ,ﾅｶﾞｲｽﾞﾐﾁｮｳ,http://www.town.nagaizumi.shizuoka.dbsr.jp/index.php/,43107,2025
223441,静岡県,小山町,ｼｽﾞｵｶｹﾝ,ｵﾔﾏﾁｮｳ,,16512,2025
224243,静岡県,吉田町,ｼｽﾞｵｶｹﾝ,ﾖｼﾀﾞﾁｮｳ,,26538,2025
224294,静岡県,川根本町,ｼｽﾞｵｶｹﾝ,ｶﾜﾈﾎﾝﾁｮｳ,,5591,2025
224618,静岡県,森町,ｼｽﾞｵｶｹﾝ,ﾓﾘﾏﾁ,https://www.town.morimachi.shizuoka.jp/,16406,2025
230006,愛知県,,ｱｲﾁｹﾝ,,https://www.pref.aichi.dbsr.jp/index.php/,7161850,2025
231002,愛知県,名古屋市,ｱｲﾁｹﾝ,ﾅｺﾞﾔｼ,https://ssp.kaigiroku.net/tenant/nagoya/SpMinuteSearch.html,2202502,2025
232017,愛知県,豊橋市,ｱｲﾁｹﾝ,ﾄﾖﾊｼｼ,https://ssp.kaigiroku.net/tenant/toyohashi/SpMinuteSearch.html,344561,2025
232025,愛知県,岡崎市,ｱｲﾁｹﾝ,ｵｶｻﾞｷｼ,https://ssp.kaigiroku.net/tenant/okazaki/SpMinuteSearch.html,368212,2025
232033,愛知県,一宮市,ｱｲﾁｹﾝ,ｲﾁﾉﾐﾔｼ,https://ssp.kaigiroku.net/tenant/ichinomiya/SpMinuteSearch.html,367945,2025
232041,愛知県,瀬戸市,ｱｲﾁｹﾝ,ｾﾄｼ,https://ssp.kaigiroku.net/tenant/seto/SpMinuteSearch.html,121028,2025
232050,愛知県,半田市,ｱｲﾁｹﾝ,ﾊﾝﾀﾞｼ,https://ssp.kaigiroku.net/tenant/handa/SpMinuteSearch.html,111285,2025
232068,愛知県,春日井市,ｱｲﾁｹﾝ,ｶｽｶﾞｲｼ,https://ssp.kaigiroku.net/tenant/kasugai/SpMinuteSearch.html,296472,2025
232076,愛知県,豊川市,ｱｲﾁｹﾝ,ﾄﾖｶﾜｼ,https://ssp.kaigiroku.net/tenant/toyokawa/SpMinuteSearch.html,177329,2025
232084,愛知県,津島市,ｱｲﾁｹﾝ,ﾂｼﾏｼ,https://www.city.tsushima.aichi.dbsr.jp/index.php/,56975,2025
232092,愛知県,碧南市,ｱｲﾁｹﾝ,ﾍｷﾅﾝｼ,http://www.city.hekinan.aichi.dbsr.jp/index.php/4506854?Template=search-phrase,65731,2025
232106,愛知県,刈谷市,ｱｲﾁｹﾝ,ｶﾘﾔｼ,https://ssp.kaigiroku.net/tenant/kariya/SpMinuteSearch.html,147083,2025
232114,愛知県,豊田市,ｱｲﾁｹﾝ,ﾄﾖﾀｼ,http://www.kensakusystem.jp/toyota-c/sapphire.html,392933,2025
232122,愛知県,安城市,ｱｲﾁｹﾝ,ｱﾝｼﾞｮｳｼ,https://ssp.kaigiroku.net/tenant/anjo/SpMinuteSearch.html,179168,2025
232131,愛知県,西尾市,ｱｲﾁｹﾝ,ﾆｼｵｼ,http://www.city.nishio.aichi.dbsr.jp/index.php/,157482,2025
232149,愛知県,蒲郡市,ｱｲﾁｹﾝ,ｶﾞﾏｺﾞｵﾘｼ,https://ssp.kaigiroku.net/tenant/gamagori/SpMinuteSearch.html,73926,2025
232157,愛知県,犬山市,ｱｲﾁｹﾝ,ｲﾇﾔﾏｼ,http://www.kensakusystem.jp/inuyama/index.html,68529,2025
232165,愛知県,常滑市,ｱｲﾁｹﾝ,ﾄｺﾅﾒｼ,https://ssp.kaigiroku.net/tenant/tokoname/SpMinuteSearch.html,56673,2025
232173,愛知県,江南市,ｱｲﾁｹﾝ,ｺｳﾅﾝｼ,https://ssp.kaigiroku.net/tenant/kounan/SpMinuteSearch.html,95543,2025
232190,愛知県,小牧市,ｱｲﾁｹﾝ,ｺﾏｷｼ,http://komaki.gijiroku.com/voices/g08v_search.asp,137842,2025
232203,愛知県,稲沢市,ｱｲﾁｹﾝ,ｲﾅｻﾞﾜｼ,http://inazawa.gijiroku.com/voices/,128751,2025
232211,愛知県,新城市,ｱｲﾁｹﾝ,ｼﾝｼﾛｼ,https://ssp.kaigiroku.net/tenant/shinshiro/SpTop.html,41086,2025
232220,愛知県,東海市,ｱｲﾁｹﾝ,ﾄｳｶｲｼ,http://www.kensakusystem.jp/tokai/sapphire.html,110591,2025
232238,愛知県,大府市,ｱｲﾁｹﾝ,ｵｵﾌﾞｼ,https://ssp.kaigiroku.net/tenant/obu/SpTop.html,89426,2025
232246,愛知県,知多市,ｱｲﾁｹﾝ,ﾁﾀｼ,https://ssp.kaigiroku.net/tenant/chita/SpMinuteSearch.html,80610,2025
232254,愛知県,知立市,ｱｲﾁｹﾝ,ﾁﾘｭｳｼ,http://www.kensakusystem.jp/chiryu/index.html,66988,2025
232262,愛知県,尾張旭市,ｱｲﾁｹﾝ,ｵﾜﾘｱｻﾋｼ,https://ssp.kaigiroku.net/tenant/owariasahi/SpMinuteSearch.html,81896,2025
232271,愛知県,高浜市,ｱｲﾁｹﾝ,ﾀｶﾊﾏｼ,https://www.city.takahama.lg.jp/site/gikai/1529.html,44421,2025
232289,愛知県,岩倉市,ｱｲﾁｹﾝ,ｲﾜｸﾗｼ,http://www.kensakusystem.jp/iwakura/sapphire.html,44297,2025
232297,愛知県,豊明市,ｱｲﾁｹﾝ,ﾄﾖｱｹｼ,https://ssp.kaigiroku.net/tenant/toyoake/SpMinuteView.html,63581,2025
232301,愛知県,日進市,ｱｲﾁｹﾝ,ﾆｯｼﾝｼ,https://ssp.kaigiroku.net/tenant/nisshin/MinuteSearch.html,91991,2025
232319,愛知県,田原市,ｱｲﾁｹﾝ,ﾀﾊﾗｼ,https://ssp.kaigiroku.net/tenant/tahara/SpMinuteSearch.html,56223,2025
232327,愛知県,愛西市,ｱｲﾁｹﾝ,ｱｲｻｲｼ,https://www.city.aisai.lg.jp/category/6-2-3-0-0-0-0-0-0-0.html,58895,2025
232335,愛知県,清須市,ｱｲﾁｹﾝ,ｷﾖｽｼ,https://ssp.kaigiroku.net/tenant/kiyosu/SpTop.html,66498,2025
232343,愛知県,北名古屋市,ｱｲﾁｹﾝ,ｷﾀﾅｺﾞﾔｼ,https://ssp.kaigiroku.net/tenant/kitanagoya/SpMinuteSearch.html,83297,2025
232351,愛知県,弥富市,ｱｲﾁｹﾝ,ﾔﾄﾐｼ,https://ssp.kaigiroku.net/tenant/yatomi/SpTop.html,40747,2025
232360,愛知県,みよし市,ｱｲﾁｹﾝ,ﾐﾖｼｼ,http://www.kensakusystem.jp/miyoshi-c/cgi-bin3/Search2.exe?Code=neqftuocvei9nv1sh9&sTarget=2,58504,2025
232378,愛知県,あま市,ｱｲﾁｹﾝ,ｱﾏｼ,https://ssp.kaigiroku.net/tenant/ama/SpTop.html,85169,2025
232386,愛知県,長久手市,ｱｲﾁｹﾝ,ﾅｶﾞｸﾃｼ,http://www.kensakusystem.jp/nagakute/cgi-bin3/See.exe?Code=7ttcj4haygmhbwll8t,60216,2025
233021,愛知県,東郷町,ｱｲﾁｹﾝ,ﾄｳｺﾞｳﾁｮｳ,http://www.town.togo.aichi.dbsr.jp/index.php/,42239,2025
233421,愛知県,豊山町,ｱｲﾁｹﾝ,ﾄﾖﾔﾏﾁｮｳ,https://ssp.kaigiroku.net/tenant/toyoyama/SpTop.html,15362,2025
233617,愛知県,大口町,ｱｲﾁｹﾝ,ｵｵｸﾞﾁﾁｮｳ,https://ssp.kaigiroku.net/tenant/oguchi/SpMinuteSearch.html,23087,2025
233625,愛知県,扶桑町,ｱｲﾁｹﾝ,ﾌｿｳﾁｮｳ,http://www.kensakusystem.jp/fuso/cgi-bin3/See.exe?Code=pk32q3jde5168xiqxi,34222,2025
234249,愛知県,大治町,ｱｲﾁｹﾝ,ｵｵﾊﾙﾁｮｳ,https://ssp.kaigiroku.net/tenant/oharu/SpTop.html,32426,2025
234257,愛知県,蟹江町,ｱｲﾁｹﾝ,ｶﾆｴﾁｮｳ,https://ssp.kaigiroku.net/tenant/kanie/SpTop.html,34792,2025
234273,愛知県,飛島村,ｱｲﾁｹﾝ,ﾄﾋﾞｼﾏﾑﾗ,https://ssp.kaigiroku.net/tenant/tobishima2/SpMinuteSearch.html,4212,2025
234419,愛知県,阿久比町,ｱｲﾁｹﾝ,ｱｸﾞｲﾁｮｳ,https://ssp.kaigiroku.net/tenant/agui/MinuteSearch.html,27622,2025
234427,愛知県,東浦町,ｱｲﾁｹﾝ,ﾋｶﾞｼｳﾗﾁｮｳ,https://ssp.kaigiroku.net/tenant/higashiura/SpMinuteSearch.html,48237,2025
234451,愛知県,南知多町,ｱｲﾁｹﾝ,ﾐﾅﾐﾁﾀﾁｮｳ,https://www.town.minamichita.lg.jp/gyosei/gikai/1001930/index.html,14892,2025
234460,愛知県,美浜町,ｱｲﾁｹﾝ,ﾐﾊﾏﾁｮｳ,https://ssp.kaigiroku.net/tenant/mihama/,20046,2025
234478,愛知県,武豊町,ｱｲﾁｹﾝ,ﾀｹﾄﾖﾁｮｳ,https://ssp.kaigiroku.net/tenant/taketoyo/SpMinuteSearch.html,41862,2025
235016,愛知県,幸田町,ｱｲﾁｹﾝ,ｺｳﾀﾁｮｳ,https://ssp.kaigiroku.net/tenant/kota/SpTop.html,40849,2025
235610,愛知県,設楽町,ｱｲﾁｹﾝ,ｼﾀﾗﾁｮｳ,https://www.town.shitara.lg.jp/soshiki/9/1226.html,4011,2025
235628,愛知県,東栄町,ｱｲﾁｹﾝ,ﾄｳｴｲﾁｮｳ,https://www.town.toei.aichi.jp/1396.htm,2672,2025
235636,愛知県,豊根村,ｱｲﾁｹﾝ,ﾄﾖﾈﾑﾗ,https://www.vill.toyone.aichi.jp/,913,2025
240001,三重県,,ﾐｴｹﾝ,,,1674333,2025
242012,三重県,津市,ﾐｴｹﾝ,ﾂｼ,https://ssp.kaigiroku.net/tenant/tsu/SpMinuteSearch.html,257467,2025
242021,三重県,四日市市,ﾐｴｹﾝ,ﾖｯｶｲﾁｼ,http://www.city.yokkaichi.mie.dbsr.jp/index.php/7121091?Template=search-detail,293534,2025
242039,三重県,伊勢市,ﾐｴｹﾝ,ｲｾｼ,https://ssp.kaigiroku.net/tenant/ise/SpMinuteSearch.html,117424,2025
242047,三重県,松阪市,ﾐｴｹﾝ,ﾏﾂｻｶｼ,https://ssp.kaigiroku.net/tenant/matsusaka/SpMinuteSearch.html,150548,2025
242055,三重県,桑名市,ﾐｴｹﾝ,ｸﾜﾅｼ,http://www.city.kuwana.mie.dbsr.jp/index.php/3461283?Template=search-phrase,131730,2025
242071,三重県,鈴鹿市,ﾐｴｹﾝ,ｽｽﾞｶｼ,http://www.kensakusystem.jp/suzuka/sapphire.html,184204,2025
242080,三重県,名張市,ﾐｴｹﾝ,ﾅﾊﾞﾘｼ,https://ssp.kaigiroku.net/tenant/nabari/MinuteSearch.html,72912,2025
242098,三重県,尾鷲市,ﾐｴｹﾝ,ｵﾜｾｼ,https://www.city.owase.lg.jp/category/7-10-0-0-0-0-0-0-0-0.html,15225,2025
242101,三重県,亀山市,ﾐｴｹﾝ,ｶﾒﾔﾏｼ,https://www.kensakusystem.jp/kameyama-s/cgi-bin3/Search2.exe?Code=tz6dbsownceptcjp32&sTarget=2,46573,2025
242110,三重県,鳥羽市,ﾐｴｹﾝ,ﾄﾊﾞｼ,https://ssp.kaigiroku.net/tenant/toba/SpMinuteSearch.html,15912,2025
242128,三重県,熊野市,ﾐｴｹﾝ,ｸﾏﾉｼ,https://www.city.kumano.lg.jp/administration/?content=1674,14801,2025
242144,三重県,いなべ市,ﾐｴｹﾝ,ｲﾅﾍﾞｼ,http://www.kensakusystem.jp/inabe-s/cgi-bin3/Search2.exe?Code=n7lcwlznz0oifwl9qf&sTarget=2,41919,2025
242152,三重県,志摩市,ﾐｴｹﾝ,ｼﾏｼ,http://www.kensakusystem.jp/shima/cgi-bin3/Search2.exe?Code=yweiwojsvv8vm376yf&sTarget=2,43516,2025
242161,三重県,伊賀市,ﾐｴｹﾝ,ｲｶﾞｼ,https://www.kensakusystem.jp/iga-s/cgi-bin3/Search2.exe?Code=6t5y8felxofi3mfzvc,78434,2025
243035,三重県,木曽岬町,ﾐｴｹﾝ,ｷｿｻｷﾁｮｳ,https://www.town.kisosaki.lg.jp,5182,2025
243248,三重県,東員町,ﾐｴｹﾝ,ﾄｳｲﾝﾁｮｳ,http://www.kensakusystem.jp/toin/index.html,24964,2025
243418,三重県,菰野町,ﾐｴｹﾝ,ｺﾓﾉﾁｮｳ,http://www.kensakusystem.jp/komono/cgi-bin3/See.exe?Code=eevpi9uh0ta3nxyo4d,39508,2025
243434,三重県,朝日町,ﾐｴｹﾝ,ｱｻﾋﾁｮｳ,http://www.kensakusystem.jp/asahi/cgi-bin3/Search2.exe?Code=d9wongsgqrkheax9il&sTarget=2,10879,2025
243442,三重県,川越町,ﾐｴｹﾝ,ｶﾜｺﾞｴﾁｮｳ,http://www.kensakusystem.jp/kawagoe/cgi-bin3/See.exe?Code=nwxzqr2a7ozpc5if52,14935,2025
244414,三重県,多気町,ﾐｴｹﾝ,ﾀｷﾁｮｳ,https://www.town.taki.mie.jp/life/soshiki/gikai_jimukyoku/,13431,2025
244422,三重県,明和町,ﾐｴｹﾝ,ﾒｲﾜﾁｮｳ,https://www.town.meiwa.mie.jp,22334,2025
244431,三重県,大台町,ﾐｴｹﾝ,ｵｵﾀﾞｲﾁｮｳ,https://ssp.kaigiroku.net/tenant/odai/SpMinuteSearch.html,8061,2025
244619,三重県,玉城町,ﾐｴｹﾝ,ﾀﾏｷﾁｮｳ,https://kizuna.town.tamaki.mie.jp/chosei/senkyogikai/gikai/shingi/gijiroku.html,14855,2025
244708,三重県,度会町,ﾐｴｹﾝ,ﾜﾀﾗｲﾁｮｳ,https://www.town.watarai.lg.jp/category_list.php?frmCd=8-0-0-0-0,7480,2025
244716,三重県,大紀町,ﾐｴｹﾝ,ﾀｲｷﾁｮｳ,https://www.town.taiki.mie.jp/soshiki/gikai/gyomu/gikai/index.html,7103,2025
244724,三重県,南伊勢町,ﾐｴｹﾝ,ﾐﾅﾐｲｾﾁｮｳ,https://www.town.minamiise.lg.jp/admin/shoshiki/gikaijimu/index.html,10378,2025
245437,三重県,紀北町,ﾐｴｹﾝ,ｷﾎｸﾁｮｳ,https://www.town.mie-kihoku.lg.jp/kakuka/gikai/kaigiroku/index.html,13308,2025
245615,三重県,御浜町,ﾐｴｹﾝ,ﾐﾊﾏﾁｮｳ,http://www.kensakusystem.jp/mihama/cgi-bin3/Search2.exe?Code=yweiwojsvv8vm376yf&sTarget=2,7752,2025
245623,三重県,紀宝町,ﾐｴｹﾝ,ｷﾎｳﾁｮｳ,https://kiho-town.stream.jfit.co.jp/,9964,2025
250007,滋賀県,,ｼｶﾞｹﾝ,,,1363729,2025
252018,滋賀県,大津市,ｼｶﾞｹﾝ,ｵｵﾂｼ,https://www.kensakusystem.jp/otsu/index.html,338021,2025
252026,滋賀県,彦根市,ｼｶﾞｹﾝ,ﾋｺﾈｼ,https://www.city.hikone.shiga.dbsr.jp/index.php/1404102?Template=search-detail,107004,2025
252034,滋賀県,長浜市,ｼｶﾞｹﾝ,ﾅｶﾞﾊﾏｼ,https://ssp.kaigiroku.net/tenant/nagahama/MinuteSearch.html,108236,2025
252042,滋賀県,近江八幡市,ｼｶﾞｹﾝ,ｵｳﾐﾊﾁﾏﾝｼ,https://ssp.kaigiroku.net/tenant/omihachiman/MinuteSearch.html,79701,2025
252069,滋賀県,草津市,ｼｶﾞｹﾝ,ｸｻﾂｼ,https://www.kensakusystem.jp/kusatsu/index.html,136963,2025
252077,滋賀県,守山市,ｼｶﾞｹﾝ,ﾓﾘﾔﾏｼ,http://www.kensakusystem.jp/moriyama/cgi-bin3/Search2.exe?Code=xqnkrrhth3udanh6h7&sTarget=2,84644,2025
252085,滋賀県,栗東市,ｼｶﾞｹﾝ,ﾘｯﾄｳｼ,http://www.kensakusystem.jp/ritto/index.html,68680,2025
252093,滋賀県,甲賀市,ｼｶﾞｹﾝ,ｺｳｶｼ,https://ssp.kaigiroku.net/tenant/koka/MinuteSearch.html,82988,2025
